tractID,ARSON,ASSAULT,BATTERY,BURGLARY,CRIM SEXUAL ASSAULT,CRIMINAL DAMAGE,CRIMINAL TRESPASS,DECEPTIVE PRACTICE,GAMBLING,HOMICIDE,INTERFERENCE WITH PUBLIC OFFICER,INTIMIDATION,KIDNAPPING,LIQUOR LAW VIOLATION,MOTOR VEHICLE THEFT,NARCOTICS,OBSCENITY,OFFENSE INVOLVING CHILDREN,OTHER NARCOTIC VIOLATION,OTHER OFFENSE,PROSTITUTION,PUBLIC INDECENCY,PUBLIC PEACE VIOLATION,ROBBERY,SEX OFFENSE,STALKING,THEFT,WEAPONS VIOLATION,total
17031300600,1,21,56,20,0,51,10,4,1,0,0,1,0,0,21,19,0,3,0,26,0,0,10,19,6,0,48,2,319
17031030104,0,4,26,4,0,10,1,5,0,0,0,0,0,0,6,5,0,1,0,7,0,0,1,4,0,0,33,0,107
17031040100,0,10,35,15,1,53,6,9,0,0,0,0,0,3,13,15,0,0,0,23,0,0,6,3,0,0,59,2,253
17031260400,0,30,113,19,3,37,6,4,1,1,0,0,0,0,23,153,0,3,0,24,68,0,3,23,1,0,52,5,569
17031030101,0,19,58,13,1,28,13,11,0,0,2,0,0,1,3,30,0,1,0,23,0,0,5,13,0,0,117,3,341
17031071600,0,4,7,7,0,11,1,3,0,0,0,0,1,0,4,0,0,0,0,2,0,0,0,3,2,0,44,0,89
17031030103,1,7,11,0,0,12,7,5,0,0,0,0,0,0,3,3,0,1,0,8,0,0,1,5,5,0,19,0,88
17031030102,0,14,29,16,0,18,8,7,0,2,1,0,0,0,4,13,0,1,0,18,0,0,1,9,2,1,51,0,195
17031081401,0,20,39,3,5,13,28,60,0,0,0,0,0,0,13,10,0,0,0,18,18,0,3,13,3,1,258,2,507
17031740100,0,16,23,13,0,30,6,16,0,0,0,1,3,1,0,14,0,10,0,18,0,0,1,0,0,0,60,1,213
17031081403,0,12,39,12,1,34,20,56,0,0,0,3,0,3,6,8,0,0,0,19,26,0,6,17,0,0,294,1,557
17031670500,0,27,101,51,0,55,6,6,5,1,2,0,0,0,29,47,0,4,0,17,2,0,4,19,0,0,89,4,469
17031461000,0,30,59,24,0,56,12,21,0,1,0,1,0,2,19,32,1,0,0,28,2,0,3,30,1,0,146,0,468
17031834300,3,73,199,131,6,138,10,49,1,3,1,0,1,0,58,41,1,9,0,58,0,1,5,62,3,0,241,11,1105
17031611400,1,37,80,32,0,44,5,5,0,1,2,0,0,1,40,54,0,4,0,28,4,0,2,15,2,0,59,9,425
17031842300,1,15,77,18,1,114,10,25,0,0,0,0,1,0,48,15,0,0,0,29,1,0,1,10,2,1,413,1,783
17031050100,0,1,14,6,2,20,2,6,0,0,0,0,0,0,5,4,0,1,0,5,0,0,0,4,0,0,55,0,125
17031710500,1,83,198,103,9,75,35,23,0,1,2,0,0,0,27,141,0,7,0,65,1,0,8,58,1,0,148,17,1003
17031160200,1,8,35,16,1,36,3,7,0,0,0,0,1,0,26,8,0,4,0,22,0,0,2,6,3,0,59,0,238
17031243200,0,14,47,17,0,29,2,5,1,2,0,0,0,2,8,5,0,0,0,16,0,0,0,5,0,0,91,1,245
17031831400,0,56,151,39,10,70,18,22,0,2,1,1,0,3,57,247,0,6,0,54,49,0,10,48,2,0,133,18,997
17031231100,0,19,47,12,2,17,4,6,2,1,1,0,1,0,11,47,0,0,0,12,0,0,1,18,1,0,30,2,234
17031430500,1,67,213,79,5,111,31,34,0,2,6,0,0,1,35,114,0,4,0,93,0,0,5,47,3,0,139,15,1005
17031071200,0,9,70,13,0,49,7,13,0,0,2,0,1,5,10,18,0,2,0,18,1,0,3,17,3,0,160,0,401
17031660800,0,106,232,115,6,134,30,15,6,1,1,2,1,1,84,172,1,5,0,79,8,0,12,70,1,0,140,15,1237
17031081402,0,9,29,1,1,10,8,22,0,0,0,0,0,1,6,9,0,0,0,10,0,0,3,1,1,1,144,1,257
17031720100,0,16,24,19,1,21,11,27,0,0,0,0,2,0,5,3,0,2,0,11,0,0,1,5,0,1,106,1,256
17031380500,0,15,28,7,1,17,3,0,0,0,0,0,1,0,4,4,0,0,0,5,0,0,0,4,0,0,26,2,117
17031350400,0,14,37,1,1,9,14,0,0,0,0,0,0,0,6,7,0,2,0,5,1,0,0,2,0,0,15,0,114
17031260700,3,44,178,33,2,56,17,18,6,3,1,0,0,0,27,236,0,5,0,34,0,0,4,60,2,1,133,16,879
17031570500,0,9,32,13,0,27,1,11,0,0,0,0,2,1,21,12,0,4,0,9,0,0,1,17,0,0,45,0,205
17031750300,0,3,14,9,0,23,5,20,0,0,0,0,0,1,1,5,0,2,0,7,0,0,1,0,0,1,46,1,139
17031671200,1,35,152,18,2,58,10,1,5,2,2,1,0,0,13,88,0,3,0,19,0,0,7,31,2,0,93,18,561
17031834000,0,57,178,56,3,91,22,30,1,0,4,1,1,0,56,122,0,9,0,49,0,0,7,50,5,1,92,5,840
17031840100,0,11,15,20,0,24,3,2,0,0,0,0,0,0,4,6,0,0,0,8,1,0,1,3,0,0,29,1,128
17031560300,0,9,25,26,1,41,4,7,0,0,1,0,1,1,20,24,0,1,0,7,39,0,3,7,0,0,25,3,245
17031710800,2,83,256,69,3,98,48,29,2,3,3,1,5,0,40,207,0,13,0,91,8,0,19,68,4,0,187,23,1262
17031020100,0,15,38,19,1,41,2,11,0,0,2,0,0,0,11,21,0,2,0,21,0,0,0,7,2,1,59,0,253
17031062600,0,3,10,13,1,17,6,21,0,0,1,0,0,0,5,0,0,0,0,2,0,0,0,3,3,0,78,0,163
17031843000,3,79,210,66,4,92,28,11,11,1,4,2,1,2,59,489,0,1,0,48,2,0,5,48,3,1,196,11,1377
17031843900,0,46,171,29,2,90,30,41,1,0,1,0,0,1,41,82,0,10,0,51,5,0,12,29,3,0,168,5,818
17031640400,1,11,29,13,0,39,4,6,0,0,0,0,0,1,6,9,0,2,0,18,0,0,13,1,1,1,43,0,198
17031171100,1,8,26,35,1,47,7,2,0,1,0,0,0,2,25,15,0,2,0,14,0,0,2,4,1,1,51,0,245
17031350100,0,1,15,2,0,17,6,5,0,0,0,0,0,0,8,0,0,0,0,7,0,0,2,3,0,1,48,1,116
17031610300,0,43,134,30,3,80,20,24,0,0,2,1,0,2,67,71,0,8,0,51,3,0,5,15,5,1,200,6,771
17031140400,0,7,39,51,3,79,8,19,0,0,0,0,0,1,29,8,0,3,0,24,0,0,0,7,1,0,112,1,392
17031842800,2,30,107,46,2,71,6,18,0,4,2,0,1,3,91,60,0,6,0,31,45,0,11,27,5,0,121,8,697
17031283100,0,7,38,21,1,27,10,13,0,0,0,0,0,2,8,8,0,1,0,6,0,0,0,7,0,0,59,0,208
17031611700,2,24,123,58,0,53,10,5,2,0,1,0,0,3,29,98,0,5,0,20,0,0,7,10,2,0,35,14,501
17031100500,0,8,30,17,1,28,3,14,0,0,0,0,3,1,6,4,0,2,0,28,0,0,0,3,1,0,48,0,197
17031832500,0,19,51,34,1,43,27,19,0,0,0,0,0,4,11,6,0,0,0,12,0,0,2,16,0,0,283,0,528
17031420600,2,35,143,79,4,67,13,14,3,1,3,0,0,2,22,148,0,4,0,50,1,0,3,31,2,0,65,10,702
17031031502,0,24,61,4,1,30,15,14,0,0,1,0,0,2,13,63,0,2,0,22,3,0,2,9,1,0,60,2,329
17031230300,0,15,25,9,0,26,1,2,0,0,0,0,0,2,18,11,0,1,0,6,3,0,0,7,0,0,21,2,149
17031031501,0,19,54,10,4,26,4,14,1,0,3,0,0,2,8,77,0,0,0,14,1,0,6,8,0,0,60,4,315
17031470100,0,36,97,42,5,58,7,8,0,1,0,0,0,1,24,60,0,3,0,33,0,0,6,24,0,0,49,4,458
17031660500,0,28,92,48,3,71,10,7,0,0,1,0,0,1,50,33,0,3,0,40,5,0,1,39,4,0,102,7,545
17031310800,2,20,58,30,2,36,4,6,0,2,0,1,0,5,26,31,0,1,0,25,0,0,9,9,1,0,61,6,335
17031831700,1,9,40,22,1,23,4,14,0,0,0,0,1,1,22,16,0,0,0,8,2,0,2,9,0,0,178,0,353
17031251100,0,60,213,93,6,110,35,21,29,3,4,1,2,0,36,466,0,8,0,59,0,0,8,49,2,0,108,21,1334
17031460400,1,44,152,69,3,90,15,12,1,0,0,0,1,0,36,89,0,3,1,53,0,0,3,28,1,0,98,5,705
17031711300,0,13,59,26,0,28,1,9,0,2,1,0,0,0,11,7,0,2,0,18,1,0,0,11,0,0,55,3,247
17031160700,2,19,86,39,2,74,11,10,0,0,1,0,0,1,48,22,0,5,0,16,0,0,3,11,2,1,103,2,458
17031281900,0,16,76,13,1,35,21,50,0,0,2,1,1,3,24,37,3,2,0,94,1,0,6,27,0,0,332,1,746
17031251000,0,26,59,16,0,36,1,11,6,0,2,0,2,0,10,109,0,1,0,26,11,0,2,20,1,0,55,8,402
17031040900,0,4,12,10,1,22,1,3,0,0,0,0,0,0,6,0,0,2,0,7,0,1,1,5,3,2,61,0,141
17031580600,0,34,73,41,1,57,7,20,0,1,3,0,1,2,25,46,0,4,0,37,0,0,11,11,2,0,47,4,427
17031390500,0,8,21,21,0,17,6,6,0,0,0,0,0,0,9,14,0,0,0,8,0,0,2,13,0,0,31,0,156
17031200300,0,7,34,17,1,20,0,6,0,1,0,0,1,0,21,26,0,0,0,13,3,0,1,14,0,0,30,2,197
17031191200,1,38,110,22,3,66,35,9,0,1,1,1,1,0,27,92,0,7,0,25,0,0,8,19,2,0,56,8,532
17031190602,1,16,88,46,1,57,10,7,0,1,1,0,1,1,43,28,0,3,0,28,0,0,3,24,2,0,90,3,454
17031190601,0,24,54,36,0,33,6,13,0,1,2,0,1,0,40,42,0,7,0,28,0,0,4,14,0,0,46,4,355
17031020602,1,12,39,34,2,50,6,9,0,0,0,1,0,0,27,23,0,2,0,14,2,0,2,10,0,1,90,1,326
17031020601,0,27,74,42,1,68,13,12,0,0,1,0,0,0,25,17,0,1,0,33,0,0,0,9,1,1,69,3,397
17031250600,1,45,146,122,6,96,10,20,0,0,4,0,0,1,27,182,0,9,0,47,2,0,9,49,1,1,100,12,890
17031290900,2,68,254,77,3,127,11,18,11,1,3,0,1,1,45,249,1,4,0,77,17,0,7,53,1,0,134,19,1184
17031834500,2,40,117,27,1,48,40,14,5,1,1,0,0,0,31,117,0,7,0,23,1,0,0,32,2,0,67,6,582
17031271800,1,42,96,8,1,32,4,6,0,1,0,0,0,0,22,127,0,2,0,32,0,0,4,10,0,0,40,3,431
17031832600,1,6,37,36,3,83,8,31,0,0,1,0,0,5,17,6,0,2,0,6,0,0,3,9,1,0,267,1,523
17031841400,0,25,89,35,0,59,3,6,0,2,1,0,0,2,20,29,0,3,0,22,2,0,6,34,0,0,67,2,407
17031490500,1,39,96,33,1,36,8,14,0,0,0,1,1,0,28,23,0,1,0,23,0,0,7,20,2,0,96,3,433
17031062300,0,1,6,13,0,9,0,9,0,0,0,0,0,0,4,1,0,0,0,4,0,0,1,6,0,0,51,0,105
17031611200,3,63,117,16,0,43,7,17,2,2,4,0,1,2,36,80,0,6,0,30,6,0,15,13,0,0,53,8,524
17031100200,0,11,51,27,0,39,7,31,0,0,0,0,0,0,7,2,0,10,0,30,0,0,1,1,2,0,78,2,299
17031210700,2,15,44,34,1,44,3,8,0,0,2,0,0,2,50,17,0,0,0,16,0,0,2,11,1,0,63,2,317
17031381900,1,28,38,12,0,18,7,1,0,0,0,0,0,0,14,10,0,2,0,19,0,0,1,8,0,0,46,1,206
17031838100,1,37,78,15,1,44,27,17,0,0,1,0,0,1,43,11,0,1,0,33,0,0,3,17,2,1,180,1,514
17031031000,1,9,25,29,1,28,4,13,0,0,2,0,0,0,15,12,0,0,0,8,0,0,3,9,1,1,61,1,223
17031243400,1,20,53,17,0,62,4,10,0,0,0,1,0,0,12,15,1,1,0,7,0,0,1,2,1,0,123,5,336
17031831200,4,36,104,52,1,56,10,3,0,0,0,0,2,0,46,44,0,6,0,42,2,0,5,19,1,0,66,7,506
17031843500,0,32,39,2,0,25,6,7,0,0,2,1,0,0,36,13,0,2,0,22,0,0,2,10,0,0,82,0,281
17031061200,0,1,8,14,3,13,0,9,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,2,3,0,58,0,117
17031670400,0,37,127,42,4,55,4,9,1,1,1,0,0,0,18,57,0,4,0,16,0,0,3,8,2,0,49,10,448
17031430101,2,46,177,77,2,82,26,24,6,3,2,0,0,0,46,116,0,7,0,94,0,0,3,51,2,1,122,16,905
17031430102,0,26,57,28,5,52,7,22,1,0,0,0,0,0,22,18,0,2,0,39,0,0,5,16,0,0,63,1,364
17031040402,0,19,48,15,0,37,21,12,0,0,1,1,0,1,11,48,0,0,0,11,4,0,6,5,2,1,101,2,346
17031040401,0,4,5,14,0,22,0,6,0,0,0,1,0,0,10,11,0,0,0,5,0,0,1,8,0,0,38,2,127
17031010701,0,7,21,18,1,24,2,4,0,0,1,0,0,0,23,8,0,1,0,17,0,0,0,10,0,1,54,0,192
17031010702,1,37,90,19,1,57,20,13,0,0,0,0,0,0,12,38,0,4,0,39,17,0,6,25,1,0,68,7,455
17031081100,0,26,68,6,1,20,14,108,0,0,2,0,0,1,5,21,0,0,0,22,12,0,1,22,1,0,161,1,492
17031600700,1,4,43,11,0,38,2,4,0,0,1,0,0,2,9,10,0,0,0,13,1,0,0,5,0,0,28,1,173
17031051000,0,2,12,6,0,11,0,4,0,0,0,0,0,0,8,3,0,0,0,3,0,0,0,2,0,0,28,0,79
17031510200,1,32,60,52,3,74,7,16,0,1,1,2,0,0,34,25,0,5,0,29,0,0,2,18,1,0,73,4,440
17031240900,0,27,81,15,0,38,5,5,0,0,0,0,1,0,16,63,0,1,0,15,1,0,5,25,2,0,56,3,359
17031010502,1,11,37,24,2,17,14,10,0,1,0,0,0,1,12,8,0,0,0,18,0,0,2,13,4,0,64,1,240
17031292200,1,55,201,64,4,87,10,8,6,1,3,0,0,2,22,91,0,4,0,42,0,0,2,34,2,0,104,10,753
17031480200,0,13,35,28,1,25,5,17,0,0,0,0,0,0,11,10,0,1,0,10,0,0,1,14,0,0,67,4,242
17031070200,0,2,30,31,0,50,6,23,0,0,0,0,0,0,17,0,0,0,0,9,0,0,2,11,1,0,185,0,367
17031032100,0,21,80,23,3,51,10,35,0,0,0,0,1,2,24,24,0,2,0,31,1,0,3,18,3,0,198,0,530
17031833900,2,75,125,38,3,67,17,8,1,2,1,2,1,1,16,59,0,7,0,26,4,0,14,36,3,1,100,4,613
17031681300,1,55,217,121,2,115,12,9,3,0,1,0,1,0,29,97,0,4,0,43,29,0,4,43,3,0,85,11,885
17031620400,1,19,35,43,2,56,2,12,0,0,0,0,0,0,19,19,1,1,0,22,0,0,9,12,1,1,33,3,291
17031210400,1,15,35,28,0,29,3,2,0,0,0,0,0,0,18,16,0,3,0,16,9,0,0,7,1,1,38,0,222
17031612000,0,24,78,31,1,44,10,4,5,1,0,0,1,0,14,101,0,2,0,27,0,0,6,9,0,0,53,12,423
17031520300,0,41,77,53,1,76,2,12,0,0,0,0,1,2,26,22,0,8,0,30,0,0,4,9,4,0,52,3,423
17031400300,1,33,123,19,5,79,37,11,6,2,1,0,0,0,74,43,0,2,0,35,22,0,2,27,2,0,150,6,680
17031351400,0,20,84,24,1,40,15,7,1,1,2,0,1,0,13,74,0,1,0,36,0,0,0,10,1,0,73,4,408
17031150600,0,9,44,27,0,37,6,11,0,0,0,0,0,0,20,18,0,0,0,18,0,0,4,6,1,1,43,0,245
17031020500,2,34,100,37,0,87,9,15,0,0,3,0,0,0,17,56,1,3,0,43,0,0,8,30,2,0,139,6,592
17031062400,0,0,6,13,0,11,1,4,0,0,0,1,0,0,6,1,0,0,0,1,0,0,0,1,1,0,55,0,101
17031700502,0,10,30,38,0,31,4,4,0,1,0,0,1,0,9,11,0,0,0,17,0,0,1,4,0,1,42,1,205
17031700501,1,24,84,132,10,116,7,25,0,1,0,0,2,2,31,48,0,10,0,57,5,0,7,32,2,0,109,7,712
17031980000,0,30,82,0,0,51,128,84,0,0,2,1,0,0,30,129,0,2,0,342,1,0,8,1,2,1,355,10,1259
17031120100,0,5,10,20,2,19,6,7,0,0,0,0,0,0,0,1,0,1,0,18,0,0,0,0,2,0,15,1,107
17031730300,0,19,49,24,1,27,6,13,3,1,0,1,1,0,12,33,0,0,0,21,0,0,2,10,1,1,61,6,292
17031750200,0,16,42,19,0,29,2,15,1,0,0,0,3,0,7,13,0,4,0,27,0,0,1,9,0,0,56,3,247
17031838800,0,66,172,59,5,116,28,17,0,1,0,1,1,1,33,62,0,10,0,52,0,0,8,23,2,2,150,11,820
17031830900,1,12,55,23,1,61,5,27,0,0,0,0,2,1,27,10,0,0,0,21,0,0,1,17,2,0,354,0,620
17031061500,1,1,8,15,2,12,2,3,0,0,0,0,0,0,2,1,0,0,0,5,0,0,1,4,1,0,35,0,93
17031671100,0,30,102,39,1,43,6,9,0,0,0,0,0,0,19,54,0,3,0,24,1,0,2,12,1,0,53,7,406
17031843800,3,44,120,50,1,45,13,6,0,0,2,0,2,2,17,83,0,4,0,31,3,0,9,15,1,0,61,17,529
17031410900,0,8,22,10,0,27,0,7,0,0,0,0,0,0,16,11,0,1,0,15,0,0,1,10,0,0,60,0,188
17031510100,0,23,46,21,1,50,4,9,0,0,0,0,1,1,13,32,0,4,0,21,0,0,7,3,0,0,43,0,279
17031835100,4,69,177,46,2,96,21,12,5,3,2,0,0,1,67,145,0,7,0,61,4,0,24,48,3,1,98,25,921
17031160300,0,12,52,22,0,44,6,19,0,0,0,0,1,0,19,13,0,2,0,23,1,0,2,13,1,0,71,1,302
17031390300,2,49,138,39,1,60,15,7,2,0,0,0,2,0,24,53,1,4,0,49,0,0,5,14,3,0,104,6,578
17031841500,3,58,220,58,1,81,12,4,1,1,4,1,0,1,30,179,0,13,0,46,0,0,6,29,4,0,113,7,872
17031430600,2,30,83,37,1,56,34,23,0,0,0,0,1,0,19,39,0,1,0,37,0,0,0,18,1,0,194,5,581
17031170200,0,18,35,14,0,39,9,13,0,0,0,0,0,0,17,15,0,2,0,20,0,0,0,6,0,0,36,3,227
17031580200,1,10,42,29,1,40,4,8,0,1,0,0,0,2,24,30,0,9,0,21,0,0,13,6,3,0,35,4,283
17031270500,0,41,123,12,2,45,4,5,2,1,0,0,0,0,22,121,0,3,0,15,10,0,2,31,1,0,56,13,509
17031242200,0,10,30,40,1,45,4,10,0,0,0,0,0,0,10,12,0,1,0,14,0,0,0,14,0,0,97,0,288
17031836000,0,23,99,33,3,61,14,5,2,0,0,0,0,0,26,54,0,2,0,36,0,0,2,17,2,0,75,10,464
17031980100,0,12,22,0,0,27,14,46,0,0,0,0,0,0,14,14,0,0,0,8,0,0,4,0,1,0,75,1,238
17031420500,0,54,144,49,2,84,27,11,5,2,0,1,2,1,14,77,0,2,0,43,0,0,10,17,2,0,68,8,623
17031837800,0,50,123,47,4,96,26,28,1,0,0,0,0,1,36,107,0,4,0,34,8,0,0,33,1,0,229,3,831
17031251200,1,51,196,71,6,86,14,23,12,0,5,0,0,2,27,213,0,4,0,56,0,0,5,46,5,0,143,20,986
17031711000,0,49,132,66,1,81,12,22,2,2,2,0,1,0,42,82,0,5,0,45,0,0,5,19,2,0,76,12,658
17031832000,0,12,90,15,1,46,11,32,1,0,0,0,0,0,3,22,0,0,0,11,0,0,9,11,3,0,183,0,450
17031230400,0,21,63,24,1,32,2,6,0,0,0,0,0,1,33,18,0,4,0,23,28,0,5,9,2,0,48,6,326
17031300900,0,21,101,13,3,46,12,8,0,1,0,0,0,5,45,60,0,2,0,30,13,0,25,19,3,0,52,3,462
17031241300,1,6,16,14,2,23,5,3,0,0,0,0,0,0,14,1,0,0,0,6,1,0,2,12,1,1,105,0,213
17031570300,1,22,68,65,1,95,3,16,0,0,0,0,0,3,36,20,0,2,0,27,26,0,4,28,2,0,70,4,493
17031280800,0,15,56,9,0,25,5,6,0,0,0,0,0,1,16,8,0,0,0,10,5,0,2,10,1,0,34,1,204
17031050800,0,4,2,10,0,13,0,4,0,0,0,1,0,0,4,1,0,0,0,1,0,0,1,0,0,0,29,0,70
17031491100,4,42,104,90,2,94,20,15,0,3,1,0,1,0,46,81,0,3,0,49,0,0,4,33,4,0,124,8,728
17031831800,1,14,54,82,2,64,11,10,0,0,2,0,0,3,28,38,0,8,0,21,0,0,5,17,3,1,102,4,470
17031680900,0,108,288,81,3,122,43,27,5,1,1,1,0,0,54,90,1,4,0,76,0,0,10,87,6,1,240,17,1266
17031061800,0,5,12,5,1,7,0,8,0,0,0,0,0,0,3,2,0,0,0,2,0,0,1,5,0,0,57,0,108
17031490400,0,11,32,17,0,17,4,5,0,0,0,0,0,0,15,27,0,0,0,6,0,0,1,6,0,0,21,1,163
17031839000,0,22,48,15,1,34,6,49,0,0,0,0,0,0,21,11,0,1,0,20,0,0,1,30,1,0,249,0,509
17031242500,0,14,54,24,1,27,6,11,0,0,0,0,0,3,12,22,0,2,0,7,0,0,2,11,1,0,69,4,270
17031250300,1,37,148,103,3,98,6,28,1,1,1,0,2,1,31,85,0,1,0,44,5,0,3,54,1,0,108,10,772
17031170300,0,23,52,37,2,71,6,14,0,0,0,0,1,1,20,12,0,1,0,28,0,0,2,5,0,0,62,0,337
17031310600,1,37,78,31,1,66,12,6,0,1,3,0,0,5,25,46,0,0,0,27,3,0,26,11,4,0,74,5,462
17031500200,0,56,144,35,0,50,21,21,2,0,2,0,0,0,31,28,0,5,0,26,0,0,10,9,1,1,75,6,523
17031230900,2,36,173,86,3,62,20,25,1,0,2,1,0,2,32,123,0,4,0,46,3,0,8,14,4,0,81,7,735
17031221500,0,18,90,21,3,53,17,15,0,0,0,0,0,2,28,10,0,1,0,15,0,0,1,12,5,0,99,2,392
17031120400,0,9,34,17,0,39,2,8,0,0,0,0,0,0,12,15,0,4,0,15,0,0,1,1,2,0,49,0,208
17031031300,0,15,54,9,4,32,7,9,2,0,0,0,0,1,16,32,0,2,0,31,0,0,5,7,1,1,76,2,306
17031711500,2,22,71,41,3,59,5,8,4,1,0,0,1,0,25,44,0,8,0,27,0,0,2,11,0,1,61,5,401
17031301600,0,16,49,12,1,40,2,4,0,0,0,0,0,2,23,39,0,1,0,31,0,0,9,16,2,2,36,5,290
17031710100,0,33,60,40,1,28,4,9,2,1,1,1,0,1,10,44,0,5,0,15,0,0,1,18,1,0,35,7,317
17031620200,1,14,34,21,0,36,6,16,0,0,0,0,0,1,21,20,0,2,0,5,0,0,4,7,1,0,82,2,273
17031231500,0,106,420,72,8,152,22,17,35,8,9,2,2,0,79,849,0,17,0,103,1,0,9,56,2,0,151,33,2153
17031836500,0,11,56,14,0,26,6,1,1,1,0,0,0,0,18,10,0,2,0,22,0,0,1,6,3,0,62,0,240
17031140302,0,12,35,15,0,37,4,12,0,0,0,0,0,1,14,13,0,1,0,15,0,0,1,7,1,0,46,2,216
17031140301,0,8,47,11,0,23,7,3,0,0,1,0,0,3,9,11,0,1,0,15,2,0,2,13,1,0,29,4,190
17031661000,2,70,221,120,5,126,18,30,5,0,7,0,2,1,63,213,0,4,0,61,5,0,18,52,2,0,150,25,1200
17031490600,0,29,72,19,2,31,7,7,0,0,1,0,0,0,32,40,0,4,0,14,0,0,3,24,3,0,73,4,365
17031222800,1,9,29,8,1,16,2,4,0,0,0,0,0,1,13,14,0,1,0,8,1,0,4,5,0,0,17,4,138
17031280100,0,19,41,23,2,47,46,42,0,0,0,0,1,0,25,4,0,0,0,34,1,1,4,10,1,0,341,1,643
17031520200,0,42,91,41,2,99,8,5,0,0,0,1,0,1,23,32,0,7,0,26,0,0,6,8,0,0,50,6,448
17031830600,1,47,90,17,3,60,14,15,2,0,1,0,0,5,18,43,0,3,0,34,1,0,10,21,1,0,86,4,476
17031700100,2,34,81,53,4,63,9,13,1,1,0,0,2,0,29,49,0,3,0,25,1,0,4,26,2,0,77,6,485
17031030800,2,9,61,22,0,24,5,18,0,0,1,0,0,0,12,16,0,0,0,10,0,0,7,12,1,0,86,1,287
17031161300,0,23,80,36,3,60,7,6,0,0,1,0,1,1,30,31,0,4,0,23,1,0,6,7,1,0,84,3,408
17031050200,2,9,24,34,0,47,3,14,0,0,1,0,0,0,20,8,0,1,0,20,0,0,0,12,2,0,107,2,306
17031110400,0,14,34,28,0,62,6,14,0,0,1,0,0,0,10,17,0,12,0,31,0,0,1,1,2,0,49,0,282
17031210900,0,11,31,20,0,32,7,8,0,0,0,0,0,0,35,10,0,0,0,20,1,0,0,3,2,2,62,1,245
17031480500,1,23,75,42,1,73,12,16,1,0,0,0,1,0,28,52,0,3,0,23,1,0,4,24,2,0,90,6,478
17031611800,0,29,123,49,1,57,10,5,1,1,0,0,1,2,22,127,0,3,0,23,11,0,6,19,2,0,64,11,567
17031670600,0,29,84,39,2,74,6,3,1,1,1,0,0,0,27,42,0,1,0,19,2,0,3,12,2,0,73,7,428
17031170600,1,4,11,6,0,15,0,10,0,0,0,0,0,0,1,4,0,0,0,10,0,0,1,0,0,0,7,0,70
17031530200,3,114,331,113,10,191,24,32,1,4,7,1,1,1,66,183,0,4,0,75,5,0,16,69,2,0,159,29,1441
17031070700,0,14,39,58,0,44,41,14,0,0,0,0,0,1,9,10,0,2,0,10,0,0,1,10,1,0,174,1,429
